,timestamp,HEDGE_collateral,HEDGE_positions_0_amount,HEDGE_positions_0_entry_price,HEDGE_positions_0_max_leverage,SPOT_amount,SPOT_cash,HEDGE_mark_price,HEDGE_funding_rate,SPOT_tvl,SPOT_volume,SPOT_fees,SPOT_liquidity,SPOT_price,HEDGE_balance,SPOT_balance,net_balance
17,2024-01-01 17:00:00+00:00,142969.55708236634,-20.14624005754148,42503.5,50,20.14624005754148,0.0,42847.0,6.07689e-05,0,0,0,0,42847.0,136049.32362260084,863205.9477454798,999255.2713680806
18,2024-01-01 18:00:00+00:00,143035.62620691338,-20.14624005754148,42503.5,50,20.14624005754148,0.0,43148.0,7.60053e-05,0,0,0,0,43148.0,130051.3744898279,869269.9660027998,999321.3404926277
19,2024-01-01 19:00:00+00:00,143113.20287676796,-20.14624005754148,42503.5,50,20.14624005754148,0.0,43556.2,8.84071e-05,0,0,0,0,43556.2,121905.2559681941,877493.6611942882,999398.9171624823
20,2024-01-01 20:00:00+00:00,143198.50113723465,-20.14624005754148,42503.5,50,20.14624005754148,0.0,43753.3,9.67688e-05,0,0,0,0,43753.3,118019.73031331925,881464.4851096297,999484.2154229489
21,2024-01-01 21:00:00+00:00,143293.9821005907,-20.14624005754148,42503.5,50,20.14624005754148,0.0,43679.8,0.0001085031,0,0,0,0,43679.8,119595.95992090461,879983.7364654004,999579.696386305
22,2024-01-01 22:00:00+00:00,143392.08989155837,-20.14624005754148,42503.5,50,20.14624005754148,0.0,43583.9,0.0001117335,0,0,0,0,43583.9,121626.09213339053,878051.7120438821,999677.8041772726
23,2024-01-01 23:00:00+00:00,143492.49484080926,-20.14624005754148,42503.5,50,20.14624005754148,0.0,44230.2,0.0001126788,0,0,0,0,44230.2,108705.98213345245,891072.2269930711,999778.2091265236
24,2024-01-02 00:00:00+00:00,143598.79564004933,-20.14624005754148,42503.5,50,20.14624005754148,0.0,45179.8,0.000116788,0,0,0,0,45179.8,89681.41337405102,910203.0965517126,999884.5099257636
25,2024-01-02 01:00:00+00:00,143735.11658729948,-20.14624005754148,42503.5,50,20.14624005754148,0.0,44926.3,0.0001506149,0,0,0,0,44926.3,94924.80617588792,905096.0246971259,1000020.8308730138
26,2024-01-02 02:00:00+00:00,143906.74492636227,-20.14624005754148,42503.5,50,20.14624005754148,0.0,45420.0,0.0001875633,0,0,0,0,45420.0,85150.23579854253,915042.223413534,1000192.4592120765
27,2024-01-02 03:00:00+00:00,144059.80158855452,-20.14624005754148,42503.5,50,20.14624005754148,0.0,45435.0,0.0001672121,0,0,0,0,45435.0,85001.09885987168,915344.4170143971,1000345.5158742687
28,2024-01-02 04:00:00+00:00,144201.4506741563,-20.14624005754148,42503.5,50,20.14624005754148,0.0,45211.7,0.0001555138,0,0,0,0,45211.7,89641.40335032254,910845.761609548,1000487.1649598705
29,2024-01-02 05:00:00+00:00,144329.45957309002,-20.14624005754148,42503.5,50,20.14624005754148,0.0,45218.2,0.0001405183,0,0,0,0,45218.2,89638.46168888222,910976.7121699221,1000615.1738588043
30,2024-01-02 06:00:00+00:00,144470.91398046527,-20.14624005754148,42503.5,50,20.14624005754148,0.0,45202.9,0.0001553303,0,0,0,0,45202.9,90088.15356913776,910668.4746970418,1000756.6282661796
31,2024-01-02 07:00:00+00:00,144572.061502836,-20.14624005754148,42503.5,50,20.14624005754148,0.0,45495.5,0.0001103552,0,0,0,0,45495.5,84294.5112506719,916563.2645378783,1000857.7757885503
32,2024-01-02 08:00:00+00:00,204908.59718487196,-18.725968326811756,42503.5,50,18.725968326811756,0.0,45816.8,0.0001085123,0,0,0,0,45816.8,142863.84632764652,857963.9456358689,1000827.7919635155
33,2024-01-02 09:00:00+00:00,204948.24669183404,-18.725968326811756,42503.5,50,18.725968326811756,0.0,45730.5,4.63007e-05,0,0,0,0,45730.5,144519.54690121248,856347.8945692651,1000867.4414704775
34,2024-01-02 10:00:00+00:00,205000.04118812288,-18.725968326811756,42503.5,50,18.725968326811756,0.0,45655.7,6.05821e-05,0,0,0,0,45655.7,145972.0438283469,854947.1921384195,1000919.2359667664
35,2024-01-02 11:00:00+00:00,205095.57195750333,-18.725968326811756,42503.5,50,18.725968326811756,0.0,45486.8,0.0001121537,0,0,0,0,45486.8,149230.39064812576,851784.3760880211,1001014.7667361469
36,2024-01-02 12:00:00+00:00,205212.716968307,-18.725968326811756,42503.5,50,18.725968326811756,0.0,45355.1,0.0001379283,0,0,0,0,45355.1,151813.74568757063,849318.1660593798,1001131.9117469505
37,2024-01-02 13:00:00+00:00,205352.3376949477,-18.725968326811756,42503.5,50,18.725968326811756,0.0,45686.3,0.0001631998,0,0,0,0,45686.3,145751.32570437118,855520.20676922,1001271.5324735912
38,2024-01-02 14:00:00+00:00,205480.5159271495,-18.725968326811756,42503.5,50,18.725968326811756,0.0,45293.6,0.0001511239,0,0,0,0,45293.6,153233.19169851206,848166.5190072809,1001399.710705793
39,2024-01-02 15:00:00+00:00,205574.37059059646,-18.725968326811756,42503.5,50,18.725968326811756,0.0,45215.0,0.0001108483,0,0,0,0,45215.0,154798.9074724464,846694.6578967936,1001493.56536924
40,2024-01-02 16:00:00+00:00,205645.44034786546,-18.725968326811756,42503.5,50,18.725968326811756,0.0,45393.4,8.3608e-05,0,0,0,0,45393.4,151529.26448021212,850035.3706462968,1001564.6351265089
41,2024-01-02 17:00:00+00:00,205687.716809331,-18.725968326811756,42503.5,50,18.725968326811756,0.0,45001.2,5.01684e-05,0,0,0,0,45001.2,158915.86571945334,842691.0458685212,1001606.9115879745
42,2024-01-02 18:00:00+00:00,205722.81911595303,-18.725968326811756,42503.5,50,18.725968326811756,0.0,45189.0,4.14819e-05,0,0,0,0,45189.0,155434.23117430005,846207.7827202964,1001642.0138945965
43,2024-01-02 19:00:00+00:00,205738.79188476907,-18.725968326811756,42503.5,50,18.725968326811756,0.0,45073.2,1.89242e-05,0,0,0,0,45073.2,157618.67107536097,844039.3155880516,1001657.9866634125
44,2024-01-02 20:00:00+00:00,205749.2843257121,-18.725968326811756,42503.5,50,18.725968326811756,0.0,44825.2,1.25e-05,0,0,0,0,44825.2,162273.2036613533,839395.2754430022,1001668.4791043556
45,2024-01-02 21:00:00+00:00,205759.85396445956,-18.725968326811756,42503.5,50,18.725968326811756,0.0,45155.0,1.25e-05,0,0,0,0,45155.0,156107.94894591818,845571.0997971848,1001679.0487431029
46,2024-01-02 22:00:00+00:00,205770.38888994325,-18.725968326811756,42503.5,50,18.725968326811756,0.0,45006.7,1.25e-05,0,0,0,0,45006.7,158895.54497426812,842794.0386943186,1001689.5836685868
47,2024-01-02 23:00:00+00:00,205780.9175188201,-18.725968326811756,42503.5,50,18.725968326811756,0.0,44979.8,1.25e-05,0,0,0,0,44979.8,159409.8021511361,842290.3101463275,1001700.1122974636
48,2024-01-03 00:00:00+00:00,205799.54696357652,-18.725968326811756,42503.5,50,18.725968326811756,0.0,45168.1,2.20254e-05,0,0,0,0,45168.1,155902.33175995393,845816.409982266,1001718.74174222
49,2024-01-03 01:00:00+00:00,205821.18020110796,-18.725968326811756,42503.5,50,18.725968326811756,0.0,45347.8,2.54754e-05,0,0,0,0,45347.8,152558.9084891572,849181.4664905942,1001740.3749797514
